#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Expansion method(s)	Biological role(s) interactor A	Biological role(s) interactor B	Experimental role(s) interactor A	Experimental role(s) interactor B	Type(s) interactor A	Type(s) interactor B	Xref(s) interactor A	Xref(s) interactor B	Interaction Xref(s)	Annotation(s) interactor A	Annotation(s) interactor B	Interaction annotation(s)	Host organism(s)	Interaction parameter(s)	Creation date	Update date	Checksum(s) interactor A	Checksum(s) interactor B	Interaction Checksum(s)	Negative	Feature(s) interactor A	Feature(s) interactor B	Stoichiometry(s) interactor A	Stoichiometry(s) interactor B	Identification method participant A	Identification method participant B
uniprotkb:P56199	complex portal:CPX-1754	-	matrixdb:MULT_12_human	uniprotkb:"Itga1"(gene name)	matrixdb:Collagen-XIII(short label)	psi-mi:"MI:0892"("solid phase assay")	Nykvist P et al.(2000)	pubmed:10713152	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_12_human__P56199_10713152_matrixdb_1|intact:EBI-12661118	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	-	-	-	-	-	-	-	figure legend:"Fig. 4A"|curation depth:mimix curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	"sufficient binding region":151-366|"rare isotope label":?-?	"sufficient binding region":39-717	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
complex portal:CPX-1754	uniprotkb:P05067-PRO_0000000092	matrixdb:MULT_12_human	matrixdb:PFRAG_12_human	matrixdb:Collagen-XIII(short label)	matrixdb:Beta-amyloid peptide 1-42(short label)	psi-mi:"MI:0921"("surface plasmon resonance array")	Salza R et al.(2017)	pubmed:28106549|imex:IM-25796	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_12_human__PFRAG_12_human_28106549_matrixdb_1|intact:EBI-15482423|imex:IM-25796-11	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	"flag tag":c-c|"sufficient binding region":62-717	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
complex portal:CPX-1754	uniprotkb:Q05793	matrixdb:MULT_12_human	-	matrixdb:Collagen-XIII(short label)	uniprotkb:"Hspg2"(gene name)	psi-mi:"MI:0107"("surface plasmon resonance")	Tu H et al.(2002)	pubmed:11956183	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_12_human__Q05793_11956183_matrixdb_1|intact:EBI-11579345	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	-	-	-	-	-	-	-	figure legend:"Fig. 5C, Table II"|curation depth:mimix curation	taxid:-1(in vitro)	kd:2.5e-09~4e-10(molar)|kon:2700000~200000(per mole per second)|koff:0.0069~0.0014(second -1)	-	-	-	-	-	false	"sufficient binding region":39-717	"sufficient binding region":22-3707|"heparan sulfate D-glucuronosyl-D-galactosyl-D-galactosyl-D-xylosyl-L-serine":65-65,71-71,76-76	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:Q14112	complex portal:CPX-1754	-	matrixdb:MULT_12_human	uniprotkb:"Nid2"(gene name)	matrixdb:Collagen-XIII(short label)	psi-mi:"MI:0107"("surface plasmon resonance")	Tu H et al.(2002)	pubmed:11956183	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_12_human__Q14112_11956183_matrixdb_1|intact:EBI-11579298	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Fig. 5B, Table II"|curation depth:mimix curation	taxid:-1(in vitro)	kd:5.4e-09~2e-09(molar)|kon:1400000~300000(per mole per second)|koff:0.007~0.0002(second -1)	-	-	-	-	-	false	"sufficient binding region":31-1375	"sufficient binding region":39-717	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
complex portal:CPX-1794	uniprotkb:O15232	matrixdb:MULT_15_human	-	matrixdb:Integrin-alpha5beta1(short label)	uniprotkb:"Matn3"(gene name)	psi-mi:"MI:0411"("enzyme linked immunosorbent assay")	Vincourt JB et al.(2012)	pubmed:22521401|imex:IM-17880	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_15_human__O15232_22521401_matrixdb_1|intact:EBI-6262477|imex:IM-17880-2	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"2D, 2E"|curation depth:imex curation	taxid:-1(in vitro)	kd:3e-08(molar)	-	-	-	-	-	false	"sufficient binding region":?-?	"his tag":c-c	-	-	psi-mi:"MI:0421"(identification by antibody)	psi-mi:"MI:0421"(identification by antibody)
complex portal:CPX-1794	uniprotkb:P02751	matrixdb:MULT_15_human	-	matrixdb:Integrin-alpha5beta1(short label)	uniprotkb:"FN1"(gene name)	psi-mi:"MI:0107"("surface plasmon resonance")	Faye C et al.(2009)	pubmed:19502598|imex:IM-16038	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_15_human__P02751_19502598_MatrixDB_1|imex:IM-16038-30	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	author-name:"integrin alpha5beta1"	author-name:"Fibronectin"	figure legend:"1C"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
uniprotkb:P21980	complex portal:CPX-1794	-	matrixdb:MULT_15_human	uniprotkb:"Tgm2"(gene name)	matrixdb:Integrin-alpha5beta1(short label)	psi-mi:"MI:0921"("surface plasmon resonance array")	Faye C et al.(2009)	pubmed:19542224	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_15_human__P21980_19542224_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"200607a"|curation depth:mimix curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0078"(nucleotide sequence identification)	psi-mi:"MI:0396"(predetermined participant)
complex portal:CPX-1794	uniprotkb:P39060-PRO_0000005794	matrixdb:MULT_15_human	matrixdb:PFRAG_1_human	matrixdb:Integrin-alpha5beta1(short label)	matrixdb:Endostatin(short label)	psi-mi:"MI:0892"("solid phase assay")	Rehn M et al.(2001)	pubmed:11158588	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_15_human__PFRAG_1_human_11158588_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	-	-	-	-	-	-	-	curation depth:mimix curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
complex portal:CPX-1794	uniprotkb:P39060-PRO_0000005794	matrixdb:MULT_15_human	matrixdb:PFRAG_1_human	matrixdb:Integrin-alpha5beta1(short label)	matrixdb:Endostatin(short label)	psi-mi:"MI:0019"("coimmunoprecipitation")	Wickstrom SA et al.(2002)	pubmed:12359771	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_15_human__PFRAG_1_human_12359771_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	comment:"Assays performed with  human dermal microvascular endothelial Cells (HDMECs)"|curation depth:mimix curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0421"(identification by antibody)	psi-mi:"MI:0078"(nucleotide sequence identification)
complex portal:CPX-1794	uniprotkb:P39060-PRO_0000005794	matrixdb:MULT_15_human	matrixdb:PFRAG_1_human	matrixdb:Integrin-alpha5beta1(short label)	matrixdb:Endostatin(short label)	psi-mi:"MI:0019"("coimmunoprecipitation")	Sudhakar A et al.(2003)	pubmed:12682293	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_15_human__PFRAG_1_human_12682293_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"2"|curation depth:mimix curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0421"(identification by antibody)	psi-mi:"MI:0078"(nucleotide sequence identification)
complex portal:CPX-1794	uniprotkb:P39060-PRO_0000005794	matrixdb:MULT_15_human	matrixdb:PFRAG_1_human	matrixdb:Integrin-alpha5beta1(short label)	matrixdb:Endostatin(short label)	psi-mi:"MI:0107"("surface plasmon resonance")	Faye C et al.(2009)	pubmed:19502598|imex:IM-16038	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_15_human__PFRAG_1_human_19502598_MatrixDB_1|imex:IM-16038-1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	author-name:"integrin alpha5beta1"	author-name:"Endostatin"	figure legend:"1A, Table_1"|comment:"Interaction_Model: Heterogeneous ligand"|curation depth:imex curation	taxid:-1(in vitro)	kd:9.75e-07(molar)|kd:4.51e-07(molar)|kon:11800(per mole per second)|kon:155000(per mole per second)|koff:0.0115(second -1)|koff:0.0699(second -1)	-	-	-	-	-	false	-	"flag tag":n-n	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
complex portal:CPX-1794	uniprotkb:P39060-PRO_0000005794	matrixdb:MULT_15_human	matrixdb:PFRAG_1_human	matrixdb:Integrin-alpha5beta1(short label)	matrixdb:Endostatin(short label)	psi-mi:"MI:0107"("surface plasmon resonance")	Faye C et al.(2009)	pubmed:19502598|imex:IM-16038	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_15_human__PFRAG_1_human_19502598_MatrixDB_2|imex:IM-16038-2	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	-	-	-	-	-	author-name:"integrin alpha5beta1"	author-name:"endostatin"	figure legend:"1D, Table_1"|comment:"Interaction_Model: Two-state reaction"|curation depth:imex curation	taxid:-1(in vitro)	kd:1.83e-08(molar)|kon:100000(per mole per second)|koff:0.017(second -1)|koff:0.00172(second -1)	-	-	-	-	-	false	-	"flag tag":n-n	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
complex portal:CPX-1794	uniprotkb:P39060-PRO_0000005794	matrixdb:MULT_15_human	matrixdb:PFRAG_1_human	matrixdb:Integrin-alpha5beta1(short label)	matrixdb:Endostatin(short label)	psi-mi:"MI:0107"("surface plasmon resonance")	Faye C et al.(2009)	pubmed:19502598|imex:IM-16038	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_15_human__PFRAG_1_human_19502598_MatrixDB_3|imex:IM-16038-3	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	author-name:"integrin alpha5beta1"	author-name:"Endostatin"	figure legend:"Table_1"|comment:"Interaction_Model: Two-state reaction"|curation depth:imex curation	taxid:-1(in vitro)	kd:3.51e-05(molar)|kon:951(per mole per second)|koff:0.0575(second -1)|koff:0.00447(second -1)	-	-	-	-	-	false	-	"mutation":104-104|"flag tag":n-n	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
complex portal:CPX-1794	uniprotkb:P39060-PRO_0000005794	matrixdb:MULT_15_human	matrixdb:PFRAG_1_human	matrixdb:Integrin-alpha5beta1(short label)	matrixdb:Endostatin(short label)	psi-mi:"MI:0921"("surface plasmon resonance array")	Faye C et al.(2009)	pubmed:19542224	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_15_human__PFRAG_1_human_19542224_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	-	-	-	-	-	-	-	figure legend:"200607a"|curation depth:mimix curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
complex portal:CPX-1794	uniprotkb:P39060-PRO_0000441861	matrixdb:MULT_15_human	matrixdb:PFRAG_3_human	matrixdb:Integrin-alpha5beta1(short label)	matrixdb:NC1-XVIII(short label)	psi-mi:"MI:0107"("surface plasmon resonance")	Faye C et al.(2009)	pubmed:19502598|imex:IM-16038	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_15_human__PFRAG_3_human_19502598_MatrixDB_1|imex:IM-16038-21	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	author-name:"integrin alpha5beta1"	author-name:"NC1 domain of collagen XVIII"	figure legend:"2B"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	"flag tag":c-c	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
complex portal:CPX-1794	uniprotkb:P39060-PRO_0000441861	matrixdb:MULT_15_human	matrixdb:PFRAG_3_human	matrixdb:Integrin-alpha5beta1(short label)	matrixdb:NC1-XVIII(short label)	psi-mi:"MI:0107"("surface plasmon resonance")	Faye C et al.(2009)	pubmed:19502598|imex:IM-16038	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_15_human__PFRAG_3_human_19502598_MatrixDB_2|imex:IM-16038-22	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	-	-	-	-	-	author-name:"integrin alpha5beta1"	author-name:"NC1 domain of collagen XVIII"	figure legend:"data_not_shown"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	"flag tag":c-c	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
complex portal:CPX-1794	uniprotkb:P39060-PRO_0000441861	matrixdb:MULT_15_human	matrixdb:PFRAG_3_human	matrixdb:Integrin-alpha5beta1(short label)	matrixdb:NC1-XVIII(short label)	psi-mi:"MI:0107"("surface plasmon resonance")	Faye C et al.(2009)	pubmed:19502598|imex:IM-16038	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_15_human__PFRAG_3_human_19502598_MatrixDB_3|imex:IM-16038-23	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	author-name:"integrin alpha5beta1"	author-name:"NC1 domain of collagen XVIII"	figure legend:"2B"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	"mutation increasing interaction":104-104(asp104asn)|"flag tag":c-c	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
complex portal:CPX-1794	uniprotkb:P39060-PRO_0000441861	matrixdb:MULT_15_human	matrixdb:PFRAG_3_human	matrixdb:Integrin-alpha5beta1(short label)	matrixdb:NC1-XVIII(short label)	psi-mi:"MI:0107"("surface plasmon resonance")	Faye C et al.(2009)	pubmed:19502598|imex:IM-16038	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_15_human__PFRAG_3_human_19502598_MatrixDB_4|imex:IM-16038-24	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	author-name:"integrin alpha5beta1"	author-name:"NC1 domain of XVIII"	figure legend:"2B"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	"mutation decreasing interaction":27-27,139-139(arg27ala_arg139ala)|"flag tag":c-c	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
complex portal:CPX-1794	uniprotkb:P39060-PRO_0000441861	matrixdb:MULT_15_human	matrixdb:PFRAG_3_human	matrixdb:Integrin-alpha5beta1(short label)	matrixdb:NC1-XVIII(short label)	psi-mi:"MI:0921"("surface plasmon resonance array")	Faye C et al.(2009)	pubmed:19542224	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_15_human__PFRAG_3_human_19542224_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	-	-	-	-	-	-	-	figure legend:"200607a"|curation depth:mimix curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0078"(nucleotide sequence identification)
complex portal:CPX-1794	uniprotkb:P05067-PRO_0000000092	matrixdb:MULT_15_human	matrixdb:PFRAG_12_human	matrixdb:Integrin-alpha5beta1(short label)	matrixdb:Beta-amyloid peptide 1-42(short label)	psi-mi:"MI:0921"("surface plasmon resonance array")	Salza R et al.(2017)	pubmed:28106549|imex:IM-25796	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_15_human__PFRAG_12_human_28106549_matrixdb_1|intact:EBI-15483874|imex:IM-25796-11	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
complex portal:CPX-1794	uniprotkb:Q03135	matrixdb:MULT_15_human	-	matrixdb:Integrin-alpha5beta1(short label)	uniprotkb:"CAV1"(gene name)	psi-mi:"MI:0019"("coimmunoprecipitation")	Wickstrom SA et al.(2002)	pubmed:12359771	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_15_human__Q03135_12359771_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	comment:"Assays performed with  human dermal microvascular endothelial Cells (HDMECs)"|curation depth:mimix curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0421"(identification by antibody)	psi-mi:"MI:0421"(identification by antibody)
complex portal:CPX-1794	uniprotkb:Q03135	matrixdb:MULT_15_human	-	matrixdb:Integrin-alpha5beta1(short label)	uniprotkb:"CAV1"(gene name)	psi-mi:"MI:0019"("coimmunoprecipitation")	Wickstrom SA et al.(2002)	pubmed:12359771	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_15_human__Q03135_12359771_MatrixDB_2	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0498"(prey)	psi-mi:"MI:0496"(bait)	-	-	-	-	-	-	-	comment:"Assays performed with  human dermal microvascular endothelial Cells (HDMECs)"|curation depth:mimix curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0421"(identification by antibody)	psi-mi:"MI:0421"(identification by antibody)
matrixdb:MULT_16_bovine	uniprotkb:P00747-PRO_0000028057	-	matrixdb:PFRAG_9_human	matrixdb:Integrin-alphavbeta3(short label)	matrixdb:Angiostatin(short label)	psi-mi:"MI:0054"("fluorescence-activated cell sorting")	Tarui T et al.(2001)	pubmed:11514539	taxid:9913(Bos taurus)	taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_16_bovine__PFRAG_9_human_11514539_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0497"(neutral component)	psi-mi:"MI:0497"(neutral component)	-	-	-	-	-	-	-	curation depth:mimix curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
complex portal:CPX-3108	complex portal:CPX-1795	matrixdb:MULT_7_VAR1_bovine	matrixdb:MULT_16_human	matrixdb:Collagen-XI v1(short label)	matrixdb:Integrin-alphavbeta3(short label)	psi-mi:"MI:0921"("surface plasmon resonance array")	Faye C et al.(2009)	pubmed:19542224	taxid:9913(Bos taurus)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_16_human__MULT_7_VAR1_bovine_19542224_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"111007a"|curation depth:mimix curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
complex portal:CPX-1736	complex portal:CPX-1795	matrixdb:MULT_8_human	matrixdb:MULT_16_human	matrixdb:Collagen-VI(short label)	matrixdb:Integrin-alphavbeta3(short label)	psi-mi:"MI:0921"("surface plasmon resonance array")	Faye C et al.(2009)	pubmed:19542224	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_16_human__MULT_8_human_19542224_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"111007a"|curation depth:mimix curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
complex portal:CPX-1795	uniprotkb:P02751	matrixdb:MULT_16_human	-	matrixdb:Integrin-alphavbeta3(short label)	uniprotkb:"FN1"(gene name)	psi-mi:"MI:0107"("surface plasmon resonance")	Faye C et al.(2009)	pubmed:19502598|imex:IM-16038	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_16_human__P02751_19502598_MatrixDB_1|imex:IM-16038-31	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	author-name:"integrin alphaVbeta3"	author-name:"Fibronectin"	figure legend:"1C"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
complex portal:CPX-1795	uniprotkb:P04004	matrixdb:MULT_16_human	-	matrixdb:Integrin-alphavbeta3(short label)	uniprotkb:"VTN"(gene name)	psi-mi:"MI:0892"("solid phase assay")	Silletti S et al.(2001)	pubmed:11134507	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0917"(matrixdb)	matrixdb:MULT_16_human__P04004_11134507_MatrixDB_1	-	-	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	curation depth:mimix curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0396"(predetermined participant)	psi-mi:"MI:0396"(predetermined participant)
